return_id,product_id,inspector_notes,return_reason,classification,date
a620bc60-2b15-4c91-b624-0a14dcc5bced,29,Returned due to: Severe corrosion.,Severe corrosion,recycle,
8be3fc0d-36bd-4df9-824f-3371e48b7eb3,1,Possible issue: Slight stretching.,Slight stretching,refurbish,
25a18454-a392-4f1d-8f0c-7ddac1b3fcc1,4,Unclear if refurbish or other. Noticeable dent.,Noticeable dent,refurbish,
4a214e48-77dd-44fd-909c-5b2030da574c,73,Customer notes: Small chip.,Small chip,refurbish,
93e7cca2-0b22-4d93-9e78-bb22c500d12e,100,Initial check: Cosmetic imperfection.,Cosmetic imperfection,refurbish,
19b51bb2-5e3a-4a82-89c0-dcf429982e7d,76,Observed: Heavy wear.,Heavy wear,refurbish,
a0cb52d9-8d8c-425c-b3cd-61b597d7ad92,45,Uncertain: Fabric completely deteriorated.,Fabric completely deteriorated,restock,
a7a6b45c-1b2b-4ca4-ba5b-f8ef97e877c8,99,Returned due to: Received as gift.,Received as gift,restock,
3d10bcdf-c1db-4daf-a5d5-9cb6bc8b1535,41,Notes: minor scuff mark.,minor scuff mark,refurbish,
c8850c2f-bda4-4f42-b21b-f39300e9caed,27,Potential refurbish situation. Torn beyond repair.,Torn beyond repair,refurbish,
b6c4b832-4e6d-44ec-b7c1-db1b882ad570,87,Possible refurbish case. Heavy wear.,Heavy wear,refurbish,
b4f40ec6-08c5-4e66-84c6-51f9a1d38562,65,Observed: Torn beyond repair.,Torn beyond repair,recycle,
3ead8548-dfce-4d33-aec3-330f370c4c96,29,Reported: Packaging slightly damaged.,Packaging slightly damaged,refurbish,
c4b8793b-032b-44ff-a5a5-12d3e4263f5a,68,Customer notes: Changed mind.,Changed mind,restock,
b8754841-2450-4fb7-a033-0012cc5bfb5b,45,Potential refurbish situation. Major scratch.,Major scratch,refurbish,
b6a81f09-8a85-4077-b961-53063cd13be9,74,Observed: obvious usage marks.,obvious usage marks,refurbish,
8cb54759-ec68-4125-971a-1599942d66bf,10,Inspected: Obvious repair needed. Needs further review.,Obvious repair needed,refurbish,
4ab7d789-6874-46be-adf2-34181e8fca63,63,Potential restock situation. seasonal preference change.,seasonal preference change,restock,
560e8e55-c139-4c64-b525-a680b468faa6,53,Inspected: Slight discoloration. Needs further review.,Slight discoloration,refurbish,
8728be1b-01ff-4fba-bdd4-3b27ccf560be,37,Further testing needed: Severe water damage (customer unclear).,Severe water damage (customer unclear),recycle,
8133f550-7e3d-443b-a258-ffa5f139302e,81,Visual inspection: Occasion cancelled.,Occasion cancelled,restock,
7343ad3f-2c49-4e32-94a9-5d1889bc675c,73,Customer reported: Minor zipper issue.,Minor zipper issue,refurbish,
0b7297f7-ace1-4ce6-9ae6-c782cf3abee1,11,Visual inspection: Slight discoloration.,Slight discoloration,refurbish,
2205ac10-7fa3-4159-9f38-076a1058bc4a,33,Notes: Budget constraints.,Budget constraints,restock,
41430604-14b2-425d-98b7-80e26b14ecae,36,Possible recycle case. Slight wear on edges.,Slight wear on edges,recycle,
a8bce521-2710-43e2-a8e5-395c8dc16195,92,Visual inspection: Different style preferred.,Different style preferred,restock,
75bbdaff-0f59-4495-84a1-3b4a8177702c,38,Observed: Overheating damage.,Overheating damage,restock,
9c543b75-98a3-40bb-a069-ba118777603a,12,Possible restock case. Duplicate order.,Duplicate order,restock,
c89b8793-d597-4cea-b5ec-c34d8a95029b,12,Potential refurbish situation. Slight wear on edges.,Slight wear on edges,refurbish,
c959a1a2-9066-4416-9819-68dcaf4f89ac,90,Customer reported: Significant fading.,Significant fading,refurbish,
150d9bf3-1e90-4a26-b7fc-07daf20be9cc,71,Customer notes: Minor warping.,Minor warping,refurbish,
bad01f62-c802-42fd-9e27-1b45e42909d7,64,Uncertain: Minor cosmetic damage.,Minor cosmetic damage,refurbish,
cc64ec48-1a49-49ac-8513-5da17db389a8,56,See attached: Overheating damage.,Overheating damage,restock,
e2a8f6fe-34de-4556-80b5-3fc1ff9982ab,59,Reported: Minor functionality issue.,Minor functionality issue,refurbish,
4b7a70ff-8f1b-43b5-be2e-1aadd625a54f,6,Potential recycle situation. Significant fading.,Significant fading,recycle,
d3814804-f6cb-49a1-ae27-0a21d057e7c7,87,Assessment: No longer needed.,No longer needed,restock,
b5748bf1-98ad-4f5a-9a29-9ea09aeb3ed3,54,Unclear if restock or other. No longer needed.,No longer needed,restock,
7a6f83f6-c6e3-4ce7-82dd-654c75c759c0,98,Reported: Minor scuff mark.,Minor scuff mark,refurbish,
8003d5c4-983c-4121-aaf6-2bba63928496,49,Unclear if recycle or other. Manufacturing defect.,Manufacturing defect,recycle,
694bc79b-a1f6-4db3-ab2a-aa46d59f80df,72,Possible overlap with other categories. Obvious repair needed.,Obvious repair needed,refurbish,
6cb52b86-69f7-4425-b5e3-9d2f9ea5dd08,51,Possible issue: Noticeable dent.,Noticeable dent,restock,
a889f271-a989-4a62-a89a-6bc1568e4482,56,Assessment: Noticeable dent.,Noticeable dent,refurbish,
d5321ab8-6fd0-48fd-bcbf-47c672dc6509,71,See attached: Gift return.,Gift return,restock,
5e5792d1-1b50-4c27-a33a-54a85120561e,30,Visual inspection: Seasonal preference change.,Seasonal preference change,refurbish,
099871d3-e2eb-4ec1-bb1c-b83521388aa6,9,Inspected: Unwanted purchase. Needs further review.,Unwanted purchase,restock,
25b6c194-ec30-4829-967a-e5f5aa198e35,19,May require restock. Duplicate order.,Duplicate order,restock,
0fcb9667-de6c-44dd-90f3-6ee870f4ec05,9,Returned due to: Adhesive residue.,Adhesive residue,refurbish,
2dbddd97-1302-43bd-b161-10606e18baa0,11,Returned due to: Severe water damage.,Severe water damage,recycle,
fe285772-b877-464c-8854-86f2a135055a,76,Initial check: seasonal preference change.,seasonal preference change,restock,
348359a6-909f-4be6-bd87-bda213e95197,88,Possible issue: Minor alignment issue.,Minor alignment issue,refurbish,
6e149351-e725-4133-95fa-44dda27fc0ae,74,Assessment: Battery leak.,Battery leak,restock,
945efc74-89cc-47ba-9c69-8adfefc089f5,20,Unclear if restock or other. No longer needed.,No longer needed,restock,
b6cf113b-53f2-4430-bb12-97a069766a76,30,See attached: Fire damage.,Fire damage,recycle,
ee5e095d-fa18-4e99-87bb-ee2c4a7f1267,98,Possible overlap with other categories. Style doesn't match.,Style doesn't match,restock,
a99d2368-e7eb-4819-9e34-2838fa0e59e9,7,Flagged: Obvious usage marks.,Obvious usage marks,recycle,
a4fed874-a584-4102-b350-dd36e7f7525a,53,Possible restock case. Seasonal preference change.,Seasonal preference change,restock,
3510c041-d11e-4984-8157-a77bef20bc48,26,Flagged: Battery leak.,Battery leak,recycle,
b8dc2f20-f908-4342-a6bb-a21523cdaabb,84,See attached: Seasonal preference change (customer unclear).,Seasonal preference change (customer unclear),restock,
0b93fbe0-2062-4fd1-9a26-ae3e318203c7,47,Observed: Fit not as expected.,Fit not as expected,restock,
3bbb8449-a5ca-43f1-b79c-9d3097efb3e3,25,Further testing needed: minor functionality issue.,minor functionality issue,refurbish,
23a9157f-4ecf-4f67-b7ee-15dacafd9b1a,1,Assessment: Small scratch.,Small scratch,refurbish,
50a01e97-476e-417e-9a86-83e671882d51,72,Customer reported: Size chart was incorrect.,Size chart was incorrect,restock,
cb2f91fc-6b64-43c2-a4f1-38a7b88e96e7,52,Observed: extreme weather damage.,extreme weather damage,refurbish,
a0e9ce14-2027-4d5e-86b7-19ee4be6a737,63,Inspected: Seasonal preference change. Needs further review.,Seasonal preference change,restock,
d3323d1c-2afc-40b1-b447-78b2d3fad679,41,Reported: Torn beyond repair.,Torn beyond repair,refurbish,
170cd314-ddfb-41de-b9b6-27b5169dea80,52,Initial check: Minor dent.,Minor dent,refurbish,
1f19c017-839b-4e03-85ce-a9d551bb40e5,92,May require restock. Ordered wrong quantity.,Ordered wrong quantity,restock,
963e6f2c-6b87-4fa8-95b7-a016d38d017a,66,Possible restock case. Size chart was incorrect.,Size chart was incorrect,restock,
8077906f-b0dd-4bef-93fc-6a941b5fd814,93,Assessment: Ordered wrong quantity.,Ordered wrong quantity,restock,
c698826d-4484-4b7b-9775-4c589e54ca4d,24,Further testing needed: Multiple components failed.,Multiple components failed,refurbish,
e2e77ec2-166f-48c7-ab3f-52490c43132b,36,Returned due to: Extreme weather damage.,Extreme weather damage,recycle,
0efa7727-a68d-4c7b-b41b-4783bd61696d,89,Notes: Chemical damage.,Chemical damage,restock,
0205c4ac-cb00-4676-a9c3-eed2ee5bad6e,70,Customer reported: Duplicate order.,Duplicate order,restock,
a8203b52-ce2a-4b84-acef-dc64ead96cea,11,Visual inspection: Better price found.,Better price found,restock,
5332ef07-d9db-421f-8f62-9a2077c0d5e7,14,Possible overlap with other categories. Box opened but item unused.,Box opened but item unused,refurbish,
17565149-f192-4560-86e9-e5a02492f19c,23,May require refurbish. Minor dent.,Minor dent,refurbish,
5857ff94-88df-4732-a0ef-1e3d1d56005e,55,Uncertain: Minor cosmetic damage.,Minor cosmetic damage,refurbish,
b5a92e13-77c7-49c0-8739-fa497369e5c8,60,Reported: Minor scuff mark.,Minor scuff mark,refurbish,
1c527cf9-50da-4dcb-92a6-a02e4f0d458d,24,Unclear if recycle or other. Battery leak.,Battery leak,recycle,
8d3eaf44-8861-4908-b092-b025114ff9c0,10,May require restock. No longer needed.,No longer needed,restock,
e64946cf-db13-4611-8ba5-f34b14318ee1,20,May require recycle. Multiple components failed.,Multiple components failed,recycle,
d010c371-5166-45cb-9c97-f5b3d98b6885,13,Assessment: Changed mind.,Changed mind,restock,
270f2579-ef58-4388-b6e1-e2cfcde8a214,83,Notes: Safety hazard.,Safety hazard,recycle,
b4f78b84-d12b-424a-bf7c-fb96c2063456,83,Visual inspection: Safety hazard.,Safety hazard,recycle,
f294f6c3-da2c-43b8-8324-342a242016f5,7,Further testing needed: Adhesive residue.,Adhesive residue,refurbish,
31b87528-f1f0-466a-a5fa-7e597764cbc1,96,Assessment: Occasion cancelled.,Occasion cancelled,restock,
0c20b904-e3a1-496f-87cf-4d55a1fd629c,87,Initial check: Unwanted purchase.,Unwanted purchase,restock,
0e2f8a23-e25b-4462-938a-945a837fd478,72,Uncertain: Color not as shown.,Color not as shown,restock,
ade6c08f-8475-4f5f-973c-d92d33b4c818,49,Visual inspection: Color not as shown.,Color not as shown,refurbish,
1422006c-b079-4260-a9ca-b83bb06a4a8d,16,Visual inspection: Multiple components failed.,Multiple components failed,recycle,
6cf18707-e283-4ecf-8ec8-0689dea850ab,11,Observed: Different style preferred.,Different style preferred,restock,
040eae7a-7f54-4c99-a220-753ac110087f,67,Inspected: structural failure. Needs further review.,structural failure,recycle,
555dc56d-907c-4284-a5f0-7c10cc66f2cc,2,Potential refurbish situation. Obvious usage marks.,Obvious usage marks,refurbish,
68168d17-b438-484a-8203-98f5d2af10cc,52,May require restock. Received as gift.,Received as gift,restock,
3950a2b0-aea6-4a86-9364-58c3ed3a0cc3,36,Returned due to: Occasion cancelled.,Occasion cancelled,restock,
48515947-ce3e-4a4f-a5ca-430e72f6af00,43,Initial check: Slight stretching.,Slight stretching,refurbish,
b1cf7bc9-ebf2-4e98-8f25-4c4e76a18167,1,Flagged: Completely broken.,Completely broken,restock,
6c1840d4-87da-4263-a026-3b49de337ed3,75,Further testing needed: Slight stretching.,Slight stretching,recycle,
00cf17f8-e234-4f3a-817d-a36831aeaced,78,Initial check: Adhesive residue.,Adhesive residue,refurbish,
a748a76f-d893-4e61-a698-6023598da00a,70,Further testing needed: Duplicate order.,Duplicate order,restock,
b092477a-8405-4aa5-add6-783204ef6810,77,Observed: Loose thread (customer unclear).,Loose thread (customer unclear),refurbish,
9ee56061-8464-4cae-ab3a-e2d7a429e4ae,48,Initial check: Heavy wear.,Heavy wear,recycle,
0bb3d5c7-3ec5-47dc-8c11-908fb424d5c4,76,Observed: manufacturing defect.,manufacturing defect,recycle,
f74fbb5e-5e9f-4914-86ee-49e3e042eb4b,28,Assessment: Irreparable damage (customer unclear).,Irreparable damage (customer unclear),restock,
1a04d99a-0db2-4661-8001-c77840293225,26,Notes: Changed mind.,Changed mind,refurbish,
6b87a08c-aa58-4362-a307-577007110de9,25,May require refurbish. Adhesive residue.,Adhesive residue,refurbish,
43b5c504-b579-4921-a958-a2889586d37b,36,Initial check: Family member disapproval.,Family member disapproval,refurbish,
3df40c87-4905-47e8-b430-d9654481fdd2,97,Initial check: Manufacturing defect.,Manufacturing defect,recycle,
a3847b4d-3a14-4439-847d-ef814fd762f8,80,Further testing needed: Duplicate order.,Duplicate order,restock,
9e5c6783-1ffb-4f82-9043-bb80c91a9001,48,See attached: Major structural damage.,Major structural damage,restock,
81864983-c931-4194-bd80-a2e086171e70,53,Returned due to: Obvious repair needed (customer unclear).,Obvious repair needed (customer unclear),recycle,
d5198962-6994-4c09-b918-b9e1f79f1866,30,Potential recycle situation. Irreparable damage.,Irreparable damage,recycle,
e7ac183c-e518-4b47-891d-5e573aa8b010,51,Uncertain: No longer needed.,No longer needed,restock,
1373c5a8-8bf1-4208-8150-30ba48e4fa20,65,Potential refurbish situation. Adhesive residue.,Adhesive residue,refurbish,
92a263dd-eda6-4ea2-a289-1a76f6685e77,69,Further testing needed: Extensive wear and tear.,Extensive wear and tear,recycle,
2b4ef1a1-0b96-4593-935e-423acbd18f20,46,Possible refurbish case. fire damage.,fire damage,refurbish,
21ac0464-f754-42ae-a0f7-7723e36e8431,75,Potential refurbish situation. Minor zipper issue.,Minor zipper issue,refurbish,
7cf2b7d0-df81-4316-9462-812f821997ac,99,Observed: Unwanted purchase.,Unwanted purchase,restock,
27febbd5-c12e-414d-8e56-1e6967875432,12,Potential restock situation. No longer needed.,No longer needed,restock,
479b3701-6d07-4142-be5e-0d9010885bf6,6,Customer notes: Minor functionality issue.,Minor functionality issue,refurbish,
2f36ed59-6fbd-4344-9b55-3f639652c64f,87,Possible restock case. Major structural damage.,Major structural damage,restock,
784fe4a4-1809-47a9-85e2-c420373e57a7,39,Returned due to: Minor functionality issue.,Minor functionality issue,refurbish,
5766e9a1-2ac9-4735-a5de-988df45e3720,66,Unclear if refurbish or other. Occasion cancelled.,Occasion cancelled,refurbish,
4b345a80-f57d-4635-b001-4b9068ccce7e,72,Flagged: minor zipper issue.,minor zipper issue,restock,
280dea25-1b27-4a5f-b491-ac98c9ccc395,59,Customer notes: Heavy wear.,Heavy wear,recycle,
52a3db06-839a-4a7f-83b0-2eb2978f4487,62,Flagged: Adhesive residue.,Adhesive residue,recycle,
535bccb5-0b35-4477-904f-57243bfac6fd,98,Customer notes: Minor cosmetic damage.,Minor cosmetic damage,restock,
2f14f439-8b7a-475c-b1a3-0aba6c176b30,55,Notes: Beyond repair.,Beyond repair,recycle,
664a47f7-e1b6-431f-a0c9-25c39b7fa7b7,46,Unclear if restock or other. Material feel different.,Material feel different,restock,
d5ddebd0-f20e-459e-a622-296cdae91175,77,Reported: Packaging slightly damaged.,Packaging slightly damaged,restock,
01a6c29c-df25-42aa-9923-5e12a478b33b,81,Inspected: Duplicate order. Needs further review.,Duplicate order,restock,
3af77630-0464-4441-b704-09025506e166,40,Customer notes: Product arrived late.,Product arrived late,restock,
88aa0d7a-e63d-4d7e-894c-afb097d34e09,92,Unclear if restock or other. Color not as shown.,Color not as shown,restock,
cf7bc147-8c9d-4475-817f-45b93ac0f5e8,65,Potential restock situation. Different style preferred.,Different style preferred,restock,
251ccff9-db8c-4792-a644-3708f56e379b,58,Visual inspection: Obvious repair needed.,Obvious repair needed,recycle,
6c1857b8-af30-46cb-9d99-9ed81e06363b,15,Uncertain: Unwanted purchase.,Unwanted purchase,recycle,
a18ad784-0c31-4f13-a6d3-99bd19e3d38e,42,Potential recycle situation. ordered wrong quantity.,ordered wrong quantity,recycle,
fedec030-f768-44ec-b313-c02f97a7094c,99,Inspected: Budget constraints. Needs further review.,Budget constraints,restock,
411791c4-d29a-485c-8cf2-fcef925b176e,8,Possible overlap with other categories. Minor zipper issue.,Minor zipper issue,refurbish,
107bd3dd-b584-4c62-883c-ecf79f2225af,92,Further testing needed: Family member disapproval.,Family member disapproval,restock,
17c3f3c6-77f2-4202-b1dc-dc54a157f903,3,Further testing needed: Obvious repair needed.,Obvious repair needed,refurbish,
e54e1711-7734-4a6e-82d5-483559af59ad,46,Uncertain: Minor scuff mark (customer unclear).,Minor scuff mark (customer unclear),refurbish,
fbf4d1f9-3aa3-46e2-89ce-3b4e303e4311,88,Potential refurbish situation. Minor functionality issue.,Minor functionality issue,refurbish,
c4f32fc4-dd8e-4a0b-9b59-dd6500b7e1cb,23,Flagged: Adhesive residue.,Adhesive residue,refurbish,
f2c6c506-a035-4c47-a126-c33240a04261,23,Uncertain: Product arrived late.,Product arrived late,restock,
c162a161-b9f4-45b6-a1ab-fcedc4ff72f9,36,Customer notes: Minor dent.,Minor dent,refurbish,
32655f38-d6be-4ab6-8b87-9ea762616cf7,82,Flagged: Unwanted purchase.,Unwanted purchase,restock,
72f779b5-dbf2-4320-9f05-6c552636a240,34,Potential refurbish situation. Slight wear on edges.,Slight wear on edges,refurbish,
e5e1f884-c1b9-4c3f-9098-52d03b30f1cb,37,Customer reported: Slight color fading.,Slight color fading,refurbish,
84b0cc84-5bd1-402c-bb85-cd2a827a6422,79,Possible overlap with other categories. Severe fading.,Severe fading,restock,
b56c34f2-bb3c-4dbd-a4c0-2a623e3dcabd,22,See attached: Gift return.,Gift return,restock,
ea112d6c-179c-431f-ac5c-9dc2ac946fe7,63,Initial check: product arrived late.,product arrived late,restock,
63435464-639b-465e-8914-a4a5be4e38fb,7,Observed: Cracked screen.,Cracked screen,recycle,
e2020138-96bf-49e6-855f-ac49bf5a5308,98,Returned due to: chemical damage (customer unclear).,chemical damage (customer unclear),recycle,
ae764254-86d8-4292-9264-21035ca30aef,89,Assessment: Irreparable damage.,Irreparable damage,recycle,
74004406-132b-4831-b2d1-eb727bc06327,5,Notes: Size chart was incorrect.,Size chart was incorrect,recycle,
8f318297-6925-4065-b0f1-0e75149ac6bb,82,Inspected: Occasion cancelled. Needs further review.,Occasion cancelled,restock,
e004e8cf-3f76-45f9-a0a9-18a16593d9c9,92,Notes: Overheating damage.,Overheating damage,recycle,
72a77c64-35fc-45ca-8017-66f0593df7bf,97,Possible issue: Completely broken (customer unclear).,Completely broken (customer unclear),recycle,
f1361a91-9a25-4739-9995-586a69cff39a,26,Possible overlap with other categories. Small tear.,Small tear,refurbish,
f5fd4128-0e84-40a8-abbd-6ba8a85c3813,90,Uncertain: Ordered wrong quantity.,Ordered wrong quantity,restock,
b4a35eae-4103-4091-b99c-f1d18555d549,5,Unclear if recycle or other. Battery leak.,Battery leak,recycle,
6c59f054-1b84-4a71-b2d0-d5c04426c213,50,Inspected: Did not like the product. Needs further review.,Did not like the product,restock,
bc9468c3-506c-4e1b-8a1c-632e46462b3c,52,May require refurbish. Minor dent.,Minor dent,refurbish,
36144bc4-f1fc-4cbf-a3d2-5c216ab9fb3d,1,Reported: Multiple components failed.,Multiple components failed,recycle,
252f8758-3838-4ec3-ba97-ce084a39f30c,83,Unclear if refurbish or other. Box opened but item unused.,Box opened but item unused,refurbish,
cd90e480-3d27-4ff7-bac3-9f24505b3691,61,Uncertain: Significant fading.,Significant fading,recycle,
70ce4ce7-7191-4ba7-9949-13320d301000,10,Returned due to: Unwanted purchase.,Unwanted purchase,restock,
c1a88e42-1e28-4652-9184-d558bba7abe5,4,Uncertain: Small puncture.,Small puncture,refurbish,
61818091-699f-416e-a393-a7ec626d8f18,22,See attached: minor button issue.,minor button issue,refurbish,
a2b89fe1-59d6-45a1-9076-008ee0608606,39,Possible refurbish case. Major scratch.,Major scratch,refurbish,
4e9fb2db-b5a4-4aa1-9f9a-14c9b280aa6d,61,Customer notes: hazardous material exposure.,hazardous material exposure,refurbish,
43068834-a97a-4073-a508-a54dc3b8452e,50,Returned due to: budget constraints.,budget constraints,restock,
047feef0-b61f-4c72-8a5b-10cbe2c672e1,95,Visual inspection: Family member disapproval.,Family member disapproval,restock,
1a515a34-aec6-44ee-ade9-f938b77c7504,44,Unclear if recycle or other. No longer needed.,No longer needed,recycle,
cfd2469d-7930-41d6-a707-ac06469ee527,99,Potential recycle situation. Overheating damage.,Overheating damage,recycle,
3bbbf636-0398-4e43-ad44-7edc9e36f7b8,73,Observed: Minor zipper issue.,Minor zipper issue,refurbish,
71c69085-a253-44be-8422-60791d7787f6,44,Inspected: changed mind. Needs further review.,changed mind,restock,
5c5b5284-52ff-4ba5-8b69-600dc1b18b37,55,Visual inspection: Color not as shown.,Color not as shown,restock,
d44055c1-5fae-4335-9a94-2f2a879ec4f1,27,Visual inspection: Battery leak.,Battery leak,recycle,
57dc8377-6862-4088-805a-f5cdc01c9739,91,Uncertain: Minor warping.,Minor warping,refurbish,
7c27d6ff-1af9-41ff-9f1b-e716b72e09ca,28,Assessment: Ordered wrong quantity.,Ordered wrong quantity,restock,
8ae9d8a0-d22e-4d0d-b8c2-4941708aa71b,38,Further testing needed: Received as gift.,Received as gift,restock,
1c4cf2da-21e5-4bbd-a154-1d2779d0c28e,38,Customer reported: Material feel different.,Material feel different,restock,
0d04805a-3706-4967-b79b-98e5038d01eb,56,Possible recycle case. Obvious usage marks.,Obvious usage marks,recycle,
05f74ee1-30aa-43e7-a04d-463087ad6484,75,Observed: Minor zipper issue.,Minor zipper issue,refurbish,
e5ecfcf0-5b20-43de-825d-bb6649bb3ced,77,Initial check: Minor functionality issue.,Minor functionality issue,refurbish,
6f517930-4de2-4a63-84bf-5ff3be6b96cb,60,Inspected: Obvious repair needed. Needs further review.,Obvious repair needed,refurbish,
eedec425-c323-4f71-97f4-32893d008d08,43,Customer notes: Significant fading.,Significant fading,refurbish,
006763c1-f692-4448-a585-b2ddf9f55b35,21,Assessment: Small puncture.,Small puncture,refurbish,
8a7e21f4-ed42-4c7b-beff-a2d51033fdc1,55,Returned due to: Hazardous material exposure.,Hazardous material exposure,recycle,
bdf25b96-6b1a-487b-8437-f3c12b433eeb,94,May require refurbish. Small scratch.,Small scratch,refurbish,
d999c940-0f77-4638-a3fb-8a0f7606d9b3,6,Customer notes: Family member disapproval.,Family member disapproval,restock,
553b2d4b-d46f-467f-a557-cf86e29d012c,65,Customer notes: Minor cosmetic damage.,Minor cosmetic damage,restock,
bbb4d98d-9e0d-4686-90ea-ae30cede3dff,14,Initial check: Seasonal preference change.,Seasonal preference change,restock,
d162ff9d-4b34-4eca-80ca-7846c75a51e7,35,Observed: Seasonal preference change.,Seasonal preference change,refurbish,
2536e030-509c-439d-b045-c807be8977f8,66,Uncertain: Manufacturing defect.,Manufacturing defect,recycle,
b84ab7e2-0fb4-4aeb-a174-b9835d6b4e30,21,Customer reported: Size chart was incorrect.,Size chart was incorrect,restock,
7b7db33f-f8ae-4a1a-9c95-1170b9fe27d9,64,Unclear if restock or other. No longer needed.,No longer needed,restock,
abcd6271-5ffb-4364-87a4-13bc397923b1,9,Unclear if recycle or other. Material feel different.,Material feel different,recycle,
12512723-a331-4f4d-b996-50a2ca31e1ff,65,Customer notes: Packaging slightly damaged (customer unclear).,Packaging slightly damaged (customer unclear),refurbish,
d6cd0edf-1d96-42b7-a3ba-7db695f27b24,63,Assessment: Cracked screen.,Cracked screen,recycle,
2600c338-0516-483b-b3e0-4f802aed52eb,80,Possible restock case. Different style preferred.,Different style preferred,restock,
2fe7adc8-e892-444f-831f-710e542f9b29,39,Unclear if restock or other. Better price found.,Better price found,restock,
b733e222-dfec-44bd-b4f7-caa4fbed5733,33,See attached: Torn beyond repair.,Torn beyond repair,refurbish,
ba51411c-8fd5-4930-a0e0-749e48533810,4,Possible issue: Minor dent.,Minor dent,restock,
7486e14b-a50c-4853-a439-3e2b29f2d2c8,19,Observed: Small tear.,Small tear,refurbish,
52fc1e7a-16e1-4c0a-99cb-feaab0ff523f,17,Further testing needed: Different style preferred.,Different style preferred,restock,
2c27ebf1-13be-44de-8854-a625c5862ef7,79,Uncertain: Different style preferred.,Different style preferred,restock,
3251460d-c786-417d-8cdd-eb2064182e23,86,Unclear if refurbish or other. Slight wear on edges.,Slight wear on edges,refurbish,
e46ed5b8-31f3-406e-9dc2-73cb35d52ae9,69,Potential refurbish situation. Adhesive residue.,Adhesive residue,refurbish,
d195f754-9861-499d-a392-e12774d71bbc,14,Notes: Unwanted purchase.,Unwanted purchase,restock,
51afe250-9179-4bf5-8e5a-df5767770519,61,Possible refurbish case. Severe fading.,Severe fading,refurbish,
c2a8303b-a959-416e-bf7e-c88515b6dc94,9,Initial check: Light usage wear (customer unclear).,Light usage wear (customer unclear),refurbish,
fae7ca44-40d7-4cb3-96f2-dcd4e47bcff2,19,Uncertain: Product arrived late.,Product arrived late,restock,
3e915a83-cc84-479c-a8aa-7e3850044f50,43,Customer reported: Unwanted purchase.,Unwanted purchase,restock,
e7e9ea97-850f-4b5b-bac0-7b62b868227c,85,Potential refurbish situation. Adhesive residue.,Adhesive residue,refurbish,
8b1ac5c4-0c73-4b04-89a9-e8ddda318154,4,Inspected: Obvious repair needed. Needs further review.,Obvious repair needed,recycle,
c2778987-b7b9-456d-a7f6-70043d07f3c2,58,See attached: Ordered wrong quantity.,Ordered wrong quantity,restock,
ad521ecd-fede-42e3-afbf-926c30ba09f9,7,See attached: Minor dent.,Minor dent,recycle,
d174fe9f-438c-4b82-91bd-b2079f6100b6,64,Returned due to: changed mind.,changed mind,restock,
8d3495a4-c13e-444f-9895-166e38662a9e,43,Initial check: Small tear.,Small tear,refurbish,
16f7af09-c77c-4181-9f76-f51e117605bf,48,Possible overlap with other categories. Product arrived late.,Product arrived late,restock,
27ed3871-1903-4c2f-abf6-15b968876494,61,Possible overlap with other categories. Obvious repair needed.,Obvious repair needed,recycle,
e53de51e-aea7-4e95-ba30-21b84d13b89e,45,May require refurbish. small stain.,small stain,refurbish,
28c311d0-af0c-48b2-b870-99b10c6de238,56,Notes: Wrong size ordered.,Wrong size ordered,restock,
bff29c42-3a0a-4cbe-9521-7bacde154438,47,Reported: Structural failure.,Structural failure,recycle,
d5b4946d-5d58-4e59-b22a-17953e0a636a,50,Possible overlap with other categories. gift return.,gift return,restock,
93f84f68-40cf-4d2d-b31e-d049e89a7b07,37,Possible restock case. Family member disapproval.,Family member disapproval,restock,
ff951416-2628-4a7c-a429-0f1501672143,46,Customer reported: material feel different.,material feel different,restock,
240774d5-23dc-4b0e-b8ed-67e3d13b56f8,34,Unclear if recycle or other. Major malfunction.,Major malfunction,recycle,
6649a42c-c805-4c04-b3e2-fceb9108b30e,53,Potential refurbish situation. Obvious repair needed.,Obvious repair needed,refurbish,
1c8f1756-203f-425a-bfd6-8c72838c0709,8,Possible overlap with other categories. Better price found.,Better price found,restock,
e1152701-08d7-4612-aff6-8e3fd864ee39,45,Customer notes: Major scratch.,Major scratch,refurbish,
eef54cdd-a130-4227-b8f6-22d989243bfa,66,Initial check: Family member disapproval (customer unclear).,Family member disapproval (customer unclear),restock,
2930d0d6-2273-4811-bbef-2e908fc29362,93,Returned due to: Major scratch.,Major scratch,refurbish,
8491c14a-d1a5-4e85-99b9-82705ab17d65,8,Returned due to: Ordered wrong quantity.,Ordered wrong quantity,restock,
76d11c8c-2025-408f-b27d-177cbfd43513,52,Customer reported: received as gift.,received as gift,restock,
9b601f06-3b0a-4fe8-b131-682233b7524a,79,Flagged: minor scuff mark.,minor scuff mark,restock,
d9859a8b-06d7-4d61-bcdf-488958a14a96,60,Initial check: Electrical short circuit.,Electrical short circuit,recycle,
13f3fd09-e3a2-420f-aa38-dceae9ac1877,43,Initial check: Small tear.,Small tear,refurbish,
5f9c8426-cb99-4697-8c96-c159dbef2fc3,65,Further testing needed: gift return.,gift return,restock,
3850f1d5-7203-43f9-864c-3ba0cf1f1a98,30,Potential refurbish situation. Heavy wear.,Heavy wear,refurbish,
