order_id,product_id,add_to_cart_order,reordered
17717,54,1,1
16331,51,2,0
27930,71,10,1
19882,56,2,0
22743,75,2,1
31479,61,9,0
49853,58,4,0
1716,55,3,1
7368,36,10,0
6185,1,10,1
41615,58,3,1
3997,19,10,1
25968,19,10,1
19881,26,3,0
48108,32,1,0
9157,32,6,1
40390,41,10,1
22026,98,3,0
47807,55,7,0
31894,19,6,0
7156,25,5,1
48431,45,3,0
27533,13,9,1
5509,88,8,0
42609,54,3,1
15590,35,10,1
6120,17,4,1
8706,77,4,1
9411,61,4,1
46607,3,5,1
40256,25,3,0
27511,24,10,1
18805,78,8,1
40946,76,1,0
8280,98,5,1
49793,45,1,0
15178,16,1,1
44568,29,7,0
40752,99,10,1
30121,90,1,1
40849,93,1,0
37929,78,10,0
27486,50,2,1
20528,17,3,0
21391,72,10,1
16461,12,4,0
36776,44,10,1
26880,83,8,1
47740,23,10,0
47648,39,5,1
28240,41,3,0
12278,88,6,0
47888,52,5,1
26361,91,5,0
13030,83,5,0
31109,11,1,1
44852,77,3,1
42563,46,7,0
35319,34,6,1
16861,33,9,1
23429,62,1,0
42947,40,2,0
20911,84,6,0
14024,37,7,1
10176,25,6,1
29118,47,9,1
18964,38,9,1
38352,36,6,1
2019,18,6,1
47152,91,3,1
34798,19,8,0
12194,73,7,0
18740,6,6,0
37203,10,7,1
33122,51,5,1
15804,44,7,0
44854,52,1,1
23773,38,7,1
8197,70,4,1
41550,70,6,0
5528,37,2,1
23295,68,9,1
33744,62,4,0
33321,72,8,1
37578,80,1,1
44117,11,8,0
30928,89,8,1
49661,98,5,1
45758,32,7,0
7132,70,4,1
34451,9,8,1
19570,1,10,1
22720,75,2,1
12499,71,2,1
44380,55,9,1
24716,66,3,1
9899,6,9,1
37968,76,1,1
46234,37,3,1
24839,66,9,1
37662,1,6,0
21885,31,4,1
25298,77,2,0
6807,59,3,0
34245,93,3,1
12224,65,9,1
9116,96,9,0
4455,96,3,1
13137,15,5,1
46710,23,10,1
30660,34,10,0
37354,89,5,0
37270,56,9,1
44362,98,9,1
43957,42,10,1
39147,26,1,1
17434,9,10,0
31532,40,8,0
47112,92,3,1
31590,33,6,0
17677,23,6,1
27432,100,10,0
11528,54,9,0
17650,37,7,0
10132,25,2,0
40385,80,4,0
37077,71,8,0
33917,30,6,0
37738,66,7,1
25671,17,3,1
49207,59,3,0
43951,7,9,1
6457,76,3,1
2887,6,2,0
3495,22,10,1
38907,77,4,0
23921,46,2,1
10707,22,10,1
1598,29,9,0
39933,37,6,1
46883,51,1,0
26981,70,3,1
8536,87,1,1
49036,20,9,0
45790,11,10,0
22713,31,2,1
36590,63,2,1
42034,93,1,0
21038,9,1,0
34899,79,9,0
13080,55,1,1
30130,26,9,1
16475,65,10,1
49904,8,4,1
49418,31,10,1
31082,8,9,0
21516,11,8,1
26449,10,1,1
39303,100,6,1
36088,5,9,0
25773,16,3,1
35260,79,2,1
30112,78,8,1
1477,80,1,1
27055,24,4,1
35654,47,8,0
18764,15,10,1
47585,80,3,0
9703,29,8,1
33734,6,9,0
42651,98,7,0
15115,99,10,1
12291,9,7,1
39380,97,9,0
23526,65,6,1
35326,90,2,0
7929,63,10,0
30810,44,5,1
28689,31,2,1
5321,77,5,1
8739,23,10,1
14311,40,9,1
21470,97,2,0
13734,16,10,1
16431,47,2,1
16491,25,4,0
4503,20,7,0
20385,30,5,1
19670,29,5,1
15355,21,2,1
32715,42,8,1
39497,17,7,0
28018,35,8,0
39456,31,8,1
21993,62,2,1
15834,37,9,1
44322,95,4,1
35930,4,8,0
14113,80,10,1
31609,86,9,1
44034,67,3,1
25163,51,6,0
29055,71,4,1
14417,60,10,0
10117,90,9,1
24903,16,9,0
11271,14,6,0
6254,100,4,1
33480,80,9,0
21364,62,1,0
27145,25,2,1
31661,16,8,0
35545,51,2,0
38492,55,6,1
43892,90,10,1
40163,65,9,1
4689,20,4,1
40034,93,10,1
46614,66,1,1
14123,17,5,0
20500,100,2,0
26673,24,6,1
9828,20,1,1
5810,30,2,1
828,52,3,1
1083,98,4,0
32532,24,9,1
16090,76,3,0
13040,66,6,0
17521,58,8,1
25348,16,1,1
27624,92,4,1
33574,68,7,1
19608,99,7,0
20374,41,4,1
34798,71,8,1
32996,5,9,1
49655,84,9,1
25605,76,3,1
6743,20,1,1
31271,5,2,0
44197,89,6,0
46751,76,7,1
21460,60,9,1
27473,74,3,0
42165,30,1,1
28051,94,8,1
18645,36,10,1
46390,21,10,0
4119,50,5,1
13747,82,9,1
35473,67,1,1
26071,6,7,0
23060,65,10,1
1359,100,2,0
15683,90,4,1
31447,36,2,0
574,71,7,1
34257,95,10,1
3285,59,9,0
40226,26,2,0
16975,89,1,1
5710,13,4,1
14150,41,9,0
8506,99,6,1
31400,30,1,0
25650,21,5,1
18759,84,3,0
32779,41,3,0
2257,5,1,1
37996,92,4,1
20131,27,9,0
43474,46,6,1
11259,75,5,1
27440,96,9,0
9862,6,7,0
21474,97,1,0
353,76,3,1
16736,95,5,1
15656,62,9,0
37175,85,3,1
21007,88,8,1
384,13,9,1
5944,33,8,0
26507,74,8,0
4018,21,8,0
26042,15,7,0
33073,3,10,1
19395,97,3,1
32934,25,5,1
44450,56,5,0
2503,73,2,1
47784,2,8,0
24726,86,7,1
28586,82,9,1
38058,76,9,0
1692,38,9,1
3257,65,2,1
24055,86,2,1
24606,71,6,1
40644,77,3,0
5703,51,3,0
39896,90,1,1
38484,28,9,1
44857,2,8,1
46703,32,4,0
20897,73,4,0
6684,26,4,1
13552,74,2,1
1647,41,7,1
191,55,7,0
18290,6,8,1
34464,80,9,0
9003,41,6,0
35011,38,10,1
45399,14,4,1
9341,45,5,0
13363,54,4,1
38839,44,5,1
20997,58,7,1
6635,39,7,0
1407,3,1,1
20126,56,8,1
36289,46,10,1
42470,83,1,0
17604,55,7,0
31602,53,8,1
37932,53,8,0
49096,76,3,1
26161,47,5,1
24653,41,7,1
16867,99,3,1
29918,72,8,1
35500,74,3,0
38564,31,1,1
28755,34,4,0
26499,8,5,0
38609,22,3,0
18599,100,10,0
45523,24,10,0
34440,20,1,1
40543,47,4,1
21154,13,10,1
18937,23,3,1
14877,88,1,0
27073,13,7,0
19900,32,9,1
24334,28,2,0
4721,97,7,1
20041,24,9,1
45738,87,3,1
38240,57,5,0
28746,50,10,1
41079,44,5,0
12933,37,10,1
38438,38,10,1
36727,14,6,0
21055,64,9,0
23768,14,1,1
35128,28,9,1
47132,66,9,1
9933,36,6,1
26638,1,2,0
39390,18,2,1
1379,26,3,1
9847,86,1,1
36133,13,8,1
49680,45,2,0
14935,55,9,1
24355,28,8,0
22920,65,7,0
22077,44,3,0
24219,37,4,1
18423,31,4,1
41552,43,3,0
46285,86,7,0
38866,29,3,0
7081,84,2,0
35156,63,5,1
25960,89,3,1
21082,47,6,1
4823,21,10,1
27718,15,5,1
38381,87,9,1
29133,62,7,1
29849,16,7,1
1446,39,4,1
38910,74,1,1
26399,57,4,1
33275,93,6,1
19595,43,2,1
36031,79,7,1
38779,24,4,1
47218,74,5,1
20812,41,3,1
43511,67,9,0
48206,31,5,1
9284,54,3,0
35590,98,8,1
49405,39,4,1
17282,57,1,0
49526,26,3,1
36435,87,5,1
46856,79,8,1
47048,15,10,0
25959,35,10,0
23939,30,6,0
14299,44,2,1
27863,5,2,1
22073,54,1,1
47530,1,6,0
15651,22,3,0
31292,80,7,1
36638,73,4,1
27572,69,9,1
25872,9,9,1
31325,66,2,0
44553,38,7,0
20589,16,6,0
5494,4,8,1
6087,86,3,0
46138,51,5,1
46892,2,3,1
21527,2,9,1
18778,86,8,1
5672,69,4,1
43056,69,6,1
29091,56,6,0
46684,41,9,1
16791,32,1,0
26673,3,6,1
34581,16,3,1
23547,34,2,1
36463,77,4,0
22691,36,1,1
30252,52,2,1
27185,8,5,1
34798,16,2,1
16513,22,2,1
614,20,7,1
32156,44,1,0
20581,91,9,1
11832,51,8,0
13682,57,6,0
23981,49,10,1
29521,81,5,1
27703,71,4,1
22957,68,1,1
41300,78,3,0
45175,44,4,0
27534,35,7,1
45693,14,5,0
40019,15,7,1
30687,55,5,0
35831,98,10,1
35370,8,1,0
22704,28,1,1
34271,82,9,0
472,51,4,0
29653,85,8,0
4392,11,2,1
28548,19,5,0
41180,26,2,0
18358,3,6,0
34581,74,7,1
18566,64,7,1
41155,11,5,0
31605,82,2,1
28212,48,10,0
22466,90,2,1
26102,33,3,1
3496,52,10,1
37518,84,1,1
31211,41,1,1
38677,26,2,1
4326,31,8,0
31790,100,5,0
39061,50,9,1
29717,67,7,1
49575,64,6,1
26168,90,5,0
47536,32,3,0
38208,48,2,0
11828,76,5,1
48220,7,5,0
38597,92,1,0
1960,72,10,1
41498,58,3,1
49623,100,5,1
5403,67,5,0
32226,54,5,1
25795,31,2,0
43977,10,9,1
46853,19,5,1
4397,11,5,1
36552,81,4,1
5340,75,5,1
5287,99,6,0
18433,6,10,1
44170,30,3,1
49134,17,8,1
21226,42,1,1
47911,40,4,1
36568,33,5,1
45416,8,2,0
39919,74,8,0
41786,36,7,1
15351,48,7,0
44750,45,6,1
48791,67,7,0
6706,45,10,1
19148,76,6,1
39050,21,3,1
23710,4,4,1
26284,27,9,1
17346,57,7,1
45747,7,1,1
44098,83,3,1
9978,46,3,1
41386,22,9,0
39577,41,3,0
32920,82,5,0
41947,100,9,0
7932,18,4,1
44247,9,2,1
2807,57,3,1
376,20,6,0
44864,48,10,1
45738,34,4,1
37147,24,2,1
32194,15,3,1
45471,81,7,1
8412,78,8,0
9962,21,10,0
45824,37,10,1
13653,34,4,1
35972,92,4,0
41944,94,2,1
39318,64,7,0
13331,33,5,1
12124,22,2,1
48290,56,8,1
46067,78,6,0
16374,77,5,1
10282,96,2,0
40970,5,9,0
18105,54,5,1
12909,92,7,1
5448,59,7,1
10299,56,2,1
39198,70,1,1
49317,10,6,1
8900,38,7,0
15802,83,10,0
18437,39,6,0
30590,100,10,0
35289,43,9,0
47371,88,8,0
18100,27,5,1
30389,41,2,1
42853,55,10,0
42541,39,8,0
37207,33,7,1
10274,4,2,0
28750,21,9,1
32873,47,2,1
15421,37,9,1
13176,63,8,1
27538,65,10,0
35493,4,10,1
47853,91,3,1
5909,56,2,0
20658,20,6,1
13526,20,4,0
31221,45,10,0
26496,62,10,0
23988,89,9,1
38659,11,8,0
17742,75,6,1
45922,47,4,1
31158,55,6,1
34750,34,3,1
29242,45,4,0
49729,47,2,1
22505,86,5,1
47569,5,5,1
25344,23,8,0
1953,34,8,1
49471,6,2,1
14932,7,2,1
30255,65,1,1
48984,85,2,1
42898,48,4,1
28662,92,2,0
20969,30,10,0
29572,24,7,1
27193,66,5,1
17832,27,10,0
8061,4,7,1
2483,41,10,0
28200,4,1,0
22006,42,6,1
21489,11,6,1
22941,50,10,1
48436,78,3,0
10039,45,3,1
1994,57,1,0
21077,82,3,1
19329,92,8,0
35003,47,4,0
9955,34,2,0
34141,23,5,1
2376,71,2,0
45223,39,1,1
24333,63,3,0
33710,3,6,0
39062,66,7,1
4961,77,6,0
37860,34,5,1
26265,60,5,0
18501,12,6,1
35462,53,5,0
43123,16,3,1
38704,14,9,1
38103,23,2,1
11732,66,2,0
4385,57,10,1
42689,32,6,0
19263,49,8,1
12261,13,5,1
43959,72,9,0
44423,88,1,0
17740,64,7,0
27940,33,7,1
7821,60,4,1
20753,92,8,0
6725,78,5,0
27608,20,1,1
31474,100,9,0
36685,47,10,1
25728,65,6,1
38169,48,9,1
101,68,6,0
25827,77,8,1
38585,95,9,1
495,26,4,1
22299,39,2,1
5088,60,5,0
11625,63,7,1
28490,74,7,0
5596,18,1,0
17460,94,8,1
41750,60,1,1
925,73,8,0
48907,7,9,0
31028,4,10,0
25482,51,8,1
25063,62,4,1
899,48,9,0
29959,52,4,1
41433,32,5,1
27537,44,3,0
5570,64,8,1
30667,31,3,0
3471,8,6,0
17953,74,10,0
45736,27,2,0
28274,35,5,0
20578,84,1,0
42816,46,1,0
23372,35,9,0
17137,45,6,1
47192,49,10,0
46675,82,10,0
29046,48,10,1
36640,35,4,0
37939,74,7,1
12788,51,6,1
17842,98,10,0
49027,63,3,0
30360,12,2,0
3636,37,7,0
8796,57,10,0
9620,3,10,1
24018,93,9,0
8453,4,6,1
39892,17,2,1
32633,43,10,1
8688,97,8,0
18964,4,2,0
1802,49,10,1
35315,65,10,1
14171,46,3,0
47973,94,9,1
9779,67,1,0
49008,24,3,1
26116,80,5,1
3611,76,3,1
13886,45,7,0
3040,41,7,0
35610,64,4,0
24402,51,8,0
26185,97,4,1
7952,44,6,1
46216,81,2,1
12713,26,7,1
45849,65,1,0
38397,61,5,1
16802,37,8,1
29496,85,3,0
33420,8,4,1
38289,48,3,0
41837,91,5,1
30069,29,5,1
27620,66,8,1
35729,81,4,0
33736,65,2,1
8440,23,9,0
5949,90,9,0
1906,33,10,1
12987,66,2,1
49220,3,3,1
42144,46,3,0
3164,30,8,0
36107,36,9,1
35596,66,8,1
20480,36,5,1
17165,63,6,1
29512,51,1,0
13056,93,5,1
32979,13,5,1
2344,54,9,0
25274,31,3,1
38298,92,5,0
38571,47,1,1
3675,59,1,1
46968,31,3,0
30418,74,2,0
39603,20,8,0
23535,68,4,0
6793,21,5,1
49908,56,4,1
22918,12,7,0
18824,81,8,1
28396,48,8,0
44616,43,4,1
11941,41,1,1
20849,13,4,0
42510,22,6,1
1288,42,7,0
33080,74,1,0
4922,87,5,0
30453,27,3,0
42538,56,6,1
8023,29,9,0
20999,41,10,1
18722,81,8,0
22486,59,8,0
38316,99,10,1
48929,10,5,1
41111,4,3,1
44765,61,3,1
29745,10,4,1
45109,13,7,0
8820,55,2,0
318,14,6,0
41435,6,1,0
18133,56,2,1
32003,77,2,1
6932,74,8,1
6863,80,6,1
2519,66,5,0
44521,13,10,1
43039,77,7,1
19532,75,4,0
43443,66,9,1
39515,31,9,0
18018,98,9,0
27336,60,6,1
6133,86,1,0
33287,34,6,1
6680,88,10,1
33117,35,7,1
26025,98,10,1
42999,79,9,0
35867,49,10,1
45314,70,7,0
7512,56,1,1
47644,86,6,0
28552,97,4,1
45418,91,10,0
15624,85,6,0
33547,87,3,0
24835,5,2,1
4835,9,9,1
10170,49,9,1
44812,53,8,1
13705,51,10,0
37457,41,6,0
11461,33,8,1
24545,21,1,1
45224,17,7,1
20144,56,8,0
7320,86,9,0
36062,84,6,1
18799,12,1,0
5964,29,7,0
12798,48,6,1
21876,20,1,0
33699,35,3,1
11996,85,1,1
25821,71,3,1
31367,24,2,1
7009,52,9,1
45039,66,6,1
1946,60,7,1
9166,30,9,1
18673,33,10,0
37705,63,3,0
1325,13,3,1
6853,68,1,1
44138,45,1,1
45178,42,4,0
44618,50,9,1
29544,58,6,1
40743,17,10,0
43929,52,2,0
37425,27,10,1
26997,23,9,1
16630,25,7,1
48486,12,10,0
18228,76,10,1
28545,48,4,1
14936,2,10,0
7027,80,9,1
28194,19,2,1
17842,91,7,1
7192,54,9,1
9857,78,8,1
18319,85,2,1
36752,66,1,1
20435,28,4,0
18802,16,8,1
38664,46,2,1
20238,45,9,0
24706,29,3,0
49481,72,3,1
11738,92,4,1
28736,64,6,1
12351,46,8,1
37353,97,1,0
2983,99,2,0
18483,89,7,0
34443,69,3,1
10899,54,10,0
49111,61,6,1
14709,47,5,1
42359,98,10,0
33159,46,9,1
30510,74,5,1
1352,63,2,0
23904,39,1,1
6692,56,4,1
15392,27,2,1
16147,96,3,1
37795,90,6,0
47513,56,4,1
45142,81,2,0
4721,52,6,0
3437,90,4,0
16136,40,4,1
29491,58,8,0
39426,36,10,1
37450,85,2,1
25851,6,7,1
21931,72,10,0
34812,84,8,1
33391,61,6,1
30759,54,10,1
18793,53,7,1
13136,92,2,1
18213,99,7,0
6271,52,3,1
38935,16,5,0
27779,28,9,0
44821,48,4,1
5807,97,8,1
5640,70,9,0
7008,69,4,1
31723,66,9,1
12759,77,2,0
48409,90,9,0
37014,31,9,1
24786,57,6,1
47525,32,7,1
43929,2,9,1
21427,64,2,0
43343,7,3,1
6924,32,1,0
12004,29,6,0
23866,67,3,1
11740,61,9,0
7923,58,8,1
47672,54,5,1
16583,61,9,1
49328,68,8,0
21390,38,8,0
2277,34,3,1
17010,89,3,1
19573,68,4,0
48617,56,7,0
23261,45,10,1
25611,25,5,1
19974,54,2,1
13393,78,8,1
43248,13,7,1
15743,4,10,0
34472,18,9,1
31872,13,8,1
21408,93,7,1
3147,64,6,0
14313,69,9,0
7130,74,8,1
19257,60,3,1
15159,91,6,1
45671,80,7,1
46910,45,4,1
15537,66,8,1
35980,20,8,0
4657,79,6,1
40678,24,3,0
45647,53,9,1
48330,59,10,1
575,44,5,1
25239,10,10,1
21227,29,10,0
26001,44,2,0
15877,33,3,0
4355,31,2,0
43867,58,8,1
36604,71,8,1
43145,99,9,1
41603,53,3,1
34682,70,8,1
46051,36,2,1
39235,95,3,1
32325,88,10,1
9273,97,3,1
28546,32,9,0
36536,87,2,0
11237,50,2,0
10472,24,5,0
45855,24,4,0
48385,62,3,1
17209,50,3,0
48515,89,3,1
38182,72,1,1
6058,51,10,0
418,3,8,0
40944,86,8,1
19618,98,10,0
46545,54,6,0
18250,82,4,1
35482,30,6,1
44463,29,5,1
41674,49,4,1
41198,10,6,0
3620,76,2,0
47219,7,10,0
13315,79,8,1
24863,14,8,1
33173,45,2,1
18370,49,8,1
22827,100,9,0
13342,31,2,1
5506,78,1,1
43689,62,7,0
20695,72,6,1
1090,75,1,0
27691,79,9,0
37115,22,5,1
24822,98,5,1
15363,2,8,1
20481,78,4,1
48897,14,7,0
32253,7,4,1
20407,84,1,0
31871,79,1,0
17268,34,9,1
11063,74,3,1
28510,62,10,1
1933,16,2,1
46503,17,8,1
45288,82,7,1
31400,50,9,1
9044,9,4,1
10697,43,9,1
26600,65,1,1
36021,52,6,1
19971,46,5,0
23778,46,4,1
47280,61,9,1
23433,31,10,0
34342,48,4,0
1393,11,7,1
9448,25,10,1
7433,95,5,0
18193,14,4,0
17076,49,1,1
9469,100,10,0
48903,17,5,1
43228,75,3,1
33025,20,5,1
41797,63,6,0
1932,45,10,0
4386,71,10,0
30104,23,3,1
33920,91,1,1
1812,40,5,1
38256,3,3,1
44851,66,9,1
9768,53,3,1
43627,21,9,0
30247,81,5,1
22773,93,5,0
17909,83,10,0
26421,45,7,0
42694,50,5,1
9989,89,7,1
1921,43,1,0
29073,83,6,0
29612,13,2,1
7556,69,3,1
33668,29,6,0
27824,49,2,1
48170,29,8,0
35822,17,3,1
8550,24,1,1
47355,31,6,0
47332,69,3,0
3221,66,4,1
30697,42,1,1
28485,100,2,1
43555,89,3,0
5721,90,6,1
42424,70,2,0
24855,1,4,1
13072,1,5,0
17578,19,8,0
18552,32,2,1
46049,59,9,1
16929,54,10,1
16058,56,4,1
34071,40,9,0
3261,97,2,0
17809,4,5,0
53,76,6,0
21903,74,7,0
27894,10,6,1
22381,88,5,1
48277,32,10,1
1565,95,9,1
42119,53,3,0
25421,35,1,1
36073,39,8,1
27206,55,6,0
2886,47,6,0
9222,71,5,0
35917,7,2,1
2689,24,5,0
28034,92,7,0
31085,7,5,1
42160,44,7,0
37589,4,4,1
31895,14,2,1
4252,89,5,1
16469,64,5,1
17873,1,9,1
8492,69,8,0
11852,90,6,1
42223,88,3,1
34057,59,9,0
35240,82,9,0
7395,83,1,1
39858,46,4,1
47482,47,1,1
28263,17,3,1
12105,4,10,1
25873,93,1,0
25292,37,9,1
47748,1,3,1
809,6,8,1
32259,81,10,0
25733,91,8,0
23346,46,5,0
23603,33,8,1
1919,18,1,1
39711,72,7,1
45846,37,4,0
27204,36,3,0
17927,96,1,0
34011,9,1,0
13187,32,9,1
2066,38,4,1
23916,21,2,0
32630,66,1,0
33190,72,7,1
42552,15,3,1
46662,51,8,0
2876,14,10,1
49070,77,1,1
36320,18,7,1
10477,79,4,0
19407,96,2,0
19686,32,4,1
21483,43,3,1
10036,39,5,1
26895,15,10,0
43100,35,2,0
48447,45,9,1
13582,8,7,0
31608,39,3,0
19321,91,10,1
36202,94,4,1
48696,41,1,1
4997,62,1,1
45638,41,8,1
6976,39,10,0
18805,52,3,1
12982,86,5,0
3945,64,3,0
47771,27,5,1
18524,74,10,1
9952,43,4,0
21115,96,8,0
30990,62,1,1
2460,9,10,1
14158,96,5,1
21236,70,7,1
31665,34,5,1
4200,20,8,0
31387,34,9,0
46359,86,1,1
213,99,1,1
29976,2,7,1
12758,67,9,1
36463,7,3,1
32962,4,2,1
29698,48,6,1
6564,24,1,0
6436,24,1,1
33247,59,2,0
37989,22,2,1
33482,100,3,1
44564,32,6,1
49646,33,2,0
39920,39,7,0
20730,36,9,1
22853,86,7,1
7050,77,10,1
13682,40,2,1
37095,29,8,1
33147,82,4,1
13725,50,6,1
42348,63,9,1
5927,67,9,0
6805,40,2,0
2288,47,6,1
2134,10,4,0
11363,26,9,1
28937,61,9,0
34631,56,6,0
18109,21,9,1
36755,51,3,1
15257,79,1,1
37657,49,1,0
37613,33,8,1
48393,96,10,0
43221,33,9,0
13062,66,6,1
20977,70,4,1
47889,85,2,1
40973,80,4,1
29073,12,7,1
23544,23,10,1
18023,12,10,1
10150,78,2,1
6093,11,2,1
36618,72,10,1
25157,71,2,0
13981,11,8,1
13675,30,7,1
35646,56,7,1
3190,75,6,0
27827,73,2,1
38820,74,1,0
22755,44,3,1
36743,81,9,1
36908,27,9,1
10549,48,5,1
17439,19,6,1
8842,62,4,0
9196,45,5,0
26405,77,1,0
44407,88,7,1
10147,61,9,1
48248,52,2,1
29134,63,6,0
49942,98,6,1
8364,9,5,1
45634,6,3,0
17190,14,10,0
10726,74,1,1
3358,41,9,0
49107,58,5,0
35968,39,8,1
32818,74,8,0
11270,50,10,1
44501,34,4,1
48633,91,2,1
15014,88,3,0
11837,98,6,1
33957,69,7,0
22743,10,2,0
40541,4,10,1
46484,57,5,0
13222,51,6,1
21373,4,4,1
43665,81,7,0
9847,99,8,0
10155,33,10,1
13752,35,8,1
26113,34,7,0
40025,34,10,1
34992,86,10,0
5936,44,1,1
7126,44,7,0
8451,65,6,1
23114,38,5,1
31571,12,6,1
13204,21,5,1
44398,38,6,0
34175,10,4,1
6299,74,8,0
23854,39,7,0
44782,77,3,0
35906,10,1,1
39235,82,5,0
26596,5,8,0
4254,37,8,1
47741,78,7,1
8045,27,5,1
46433,59,9,1
42573,15,1,1
45196,98,4,0
9277,93,6,0
15707,84,7,1
31200,14,3,1
5352,76,3,0
47690,64,5,1
21199,1,1,1
35959,29,6,1
38669,95,2,1
49305,40,10,1
6096,17,2,0
20396,97,7,0
27007,60,1,0
38176,57,6,0
48028,9,1,1
46606,97,8,1
24464,80,10,1
39008,96,8,1
40224,73,4,0
30777,7,8,1
11809,59,2,0
15177,28,1,0
1428,71,4,1
1578,98,9,0
46880,70,5,0
22093,95,10,1
34929,2,4,0
1989,45,2,1
47836,72,6,1
17155,23,8,1
24171,25,1,0
45281,55,9,0
6289,26,7,1
8917,89,8,1
25751,83,1,1
32009,19,4,0
12159,71,4,1
41696,6,2,1
20839,21,10,1
27735,90,3,1
30030,68,9,1
25292,40,10,1
6741,85,7,1
24311,91,10,1
39416,44,6,0
20775,5,7,1
6225,57,10,0
48587,3,1,0
39582,100,4,1
41242,54,9,0
47966,95,4,0
37387,70,4,0
46206,77,4,1
3440,51,9,0
1532,100,4,1
29496,56,1,0
28918,1,4,1
47944,2,10,1
2249,74,3,1
26757,45,9,0
14132,18,10,1
18775,42,5,1
10663,61,6,1
36198,99,4,1
25921,1,2,1
21543,88,10,1
37602,100,4,1
9623,36,2,0
11971,88,5,1
39511,83,6,1
1541,78,1,0
15138,45,4,1
38763,33,1,0
43857,72,7,0
42583,57,5,1
19132,93,9,0
7485,97,5,0
15189,75,10,1
18374,41,3,1
28966,12,5,1
31537,27,2,0
21391,65,3,1
17528,97,3,1
7873,71,8,1
28362,15,5,0
19987,14,3,0
49435,26,6,1
10562,74,3,0
18043,6,6,1
36427,97,4,0
20005,75,10,1
49844,92,2,1
28234,18,4,0
27692,62,3,1
18658,43,6,1
24198,2,6,0
19721,97,2,0
30384,29,3,0
45091,97,10,0
35243,76,7,0
37399,79,7,1
10054,81,5,0
36082,73,1,1
15271,57,10,1
2840,36,10,1
38513,16,9,1
40399,71,3,1
43346,10,7,1
11734,85,7,0
22427,28,2,1
28167,3,10,1
27784,17,7,1
1156,77,8,1
29724,20,9,0
42337,21,2,0
12525,65,3,1
38829,70,3,0
4743,35,2,1
33963,89,9,1
19915,12,5,0
28286,30,8,0
29246,62,8,0
31197,99,1,1
42857,53,7,1
2424,29,3,0
24394,100,10,0
11050,86,2,0
12250,60,6,0
40716,82,2,0
26649,8,2,1
31839,35,10,0
44151,92,8,0
42206,33,1,1
106,42,7,1
45161,7,7,1
20197,85,4,0
24235,40,9,1
24473,17,10,0
28936,95,5,1
40269,50,10,1
41885,79,8,0
37644,44,8,1
12848,43,5,0
33617,1,3,1
16953,16,2,1
13443,44,8,1
43488,91,2,1
37375,50,8,1
35855,80,3,1
41525,97,5,0
9286,45,5,0
11909,98,10,1
6254,81,10,1
19890,17,7,0
17391,39,1,1
7518,92,10,1
2545,40,6,0
11070,22,9,0
44535,20,7,1
47215,99,9,1
15973,41,10,1
33296,98,6,1
28052,55,10,0
22763,74,4,1
36501,51,6,0
44922,76,7,1
22524,18,2,0
36608,15,7,0
28105,54,9,1
39229,6,10,0
24175,40,4,1
44748,25,4,1
14101,78,7,0
10849,45,3,1
47934,86,2,1
15904,35,10,1
34136,16,5,0
40310,34,7,1
37116,83,4,1
34063,85,6,0
43652,91,4,0
31983,35,1,1
23388,62,6,0
3445,79,5,0
47947,50,9,0
49319,10,4,0
30407,2,3,1
48685,59,8,0
19457,28,6,0
35606,91,7,1
33246,88,6,1
5523,45,7,0
42303,67,3,1
49546,33,5,1
39109,69,3,1
37883,35,6,0
49793,6,9,0
10383,16,6,1
7484,51,9,1
27442,58,9,1
42153,52,8,1
49429,39,10,1
9884,68,4,1
32697,79,7,0
17963,22,3,0
17931,74,8,0
30290,85,3,1
2351,73,8,0
49714,62,5,1
19834,7,5,1
27801,3,9,0
37589,51,3,1
44912,53,3,0
33631,15,1,1
21050,16,7,1
5897,9,3,1
34349,40,6,1
45703,65,1,1
43203,72,8,0
6768,95,10,0
5292,50,8,1
36871,99,1,0
14013,97,1,1
46809,33,8,0
32349,46,7,1
31024,83,7,1
14138,90,8,0
16401,1,4,1
9191,66,1,1
28214,37,9,1
17614,98,8,1
28866,1,10,1
5625,57,9,0
37544,61,1,0
8258,87,5,1
9026,19,3,1
9041,48,6,1
41374,24,7,1
23983,72,9,1
36230,19,3,1
1978,47,2,1
49348,63,3,0
42471,93,7,0
12231,41,2,1
6461,94,9,1
34691,40,3,1
48182,52,1,0
26552,86,6,0
25616,45,2,0
38006,52,9,1
24305,67,9,1
6187,52,9,1
31950,32,8,1
38246,12,7,0
46373,54,5,0
40860,90,8,1
10950,8,3,1
49286,25,8,1
38776,57,1,1
43096,70,1,1
43170,42,3,0
45799,98,4,1
39202,61,6,1
39857,37,6,1
30393,59,2,1
45524,41,8,1
17862,89,3,0
22710,14,4,0
16850,8,7,0
29047,45,2,0
37983,29,10,0
25247,59,2,0
1470,52,2,0
8274,63,5,0
33542,50,5,0
18322,85,2,1
26685,8,3,1
10911,92,3,0
8836,16,8,0
44137,77,2,1
14893,42,2,0
32437,33,6,1
24017,66,2,1
3819,36,5,0
34772,93,5,1
10452,46,1,1
16372,70,2,1
9206,95,7,0
48978,4,4,1
49405,11,8,0
33967,58,8,0
10946,11,6,1
3063,92,4,0
28330,46,10,0
6235,36,8,0
22784,44,2,1
18757,28,4,1
38356,55,7,0
26227,45,8,0
21595,29,7,1
16234,99,5,1
