order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
12634,6936,21,0,15,1
12635,9954,44,0,22,1
12636,6177,21,5,22,1
12637,9239,40,2,16,30
12638,2614,41,2,22,14
12639,3893,11,3,14,1
12640,8654,37,0,7,3
12641,6734,44,0,8,2
12642,4432,22,4,21,1
12643,8113,20,3,7,30
12644,1382,2,1,22,30
12645,9338,43,1,9,1
12646,3516,11,4,22,3
12647,4455,21,1,22,1
12648,7770,33,0,15,1
12649,6490,49,2,8,3
12650,8385,17,3,11,2
12651,3535,36,1,12,2
12652,756,14,1,21,2
12653,9877,37,1,11,3
12654,2526,31,1,18,14
12655,828,4,2,22,2
12656,9082,6,2,15,1
12657,4749,50,5,7,3
12658,2334,21,6,8,2
12659,4947,13,4,16,14
12660,8303,38,6,15,14
12661,8047,15,0,9,3
12662,8985,5,1,11,1
12663,7182,38,4,16,3
12664,3415,24,0,8,3
12665,9502,18,2,21,3
12666,6458,29,1,6,7
12667,6750,32,6,22,30
12668,297,7,2,8,2
12669,9822,30,5,22,3
12670,569,38,1,15,30
12671,5284,26,2,10,7
12672,7665,8,6,10,14
12673,7512,25,4,8,14
12674,5466,30,4,12,3
12675,8264,24,6,21,30
12676,4383,30,2,20,2
12677,66,5,2,16,7
12678,880,4,6,21,30
12679,8260,42,3,14,2
12680,9409,9,6,17,30
12681,7223,33,1,17,1
12682,5070,29,3,19,3
12683,3240,31,6,12,7
12684,508,44,2,7,2
12685,7705,19,4,19,14
12686,1126,45,1,11,3
12687,886,47,4,19,2
12688,2842,2,2,19,3
12689,7976,20,6,21,3
12690,6566,12,6,12,3
12691,6084,50,3,22,7
12692,4871,21,6,13,1
12693,2526,31,6,11,14
12694,9118,36,1,12,14
12695,4216,20,5,16,30
12696,1939,44,3,12,2
12697,3233,20,1,19,1
12698,3745,45,5,22,1
12699,6222,36,5,6,14
12700,3466,46,4,15,14
12701,441,18,0,13,3
12702,462,6,1,21,1
12703,8804,33,6,11,3
12704,5414,10,2,7,2
12705,5756,18,6,11,1
12706,5013,34,1,19,14
12707,3164,15,5,17,3
12708,6753,3,2,18,14
12709,6,8,0,19,3
12710,4777,11,0,21,30
12711,7039,46,4,14,2
12712,6415,32,4,15,3
12713,5740,48,6,15,1
12714,3971,42,0,17,2
12715,2607,17,1,17,3
12716,99,47,5,21,30
12717,526,30,1,18,2
12718,6338,43,4,18,30
12719,1181,8,1,11,7
12720,8068,40,1,13,1
12721,9882,7,1,20,7
12722,9331,20,1,19,14
12723,4492,12,2,10,7
12724,5923,21,4,17,14
12725,3072,28,0,13,7
12726,5642,28,0,14,7
12727,7382,16,2,20,30
12728,2793,48,4,9,3
12729,4779,10,6,9,2
12730,15,22,5,15,14
12731,2416,7,2,21,7
12732,2686,4,4,10,14
12733,9429,24,2,18,14
12734,8160,34,6,8,30
12735,7927,41,1,9,7
12736,4101,47,2,6,1
12737,6375,14,2,15,30
12738,6005,44,3,13,1
12739,5522,49,6,12,30
12740,9800,17,6,20,1
12741,7156,45,4,8,30
12742,3298,8,1,21,1
12743,2634,42,2,16,1
12744,3891,13,1,18,30
12745,792,7,5,8,2
12746,9192,3,4,19,2
12747,152,24,6,19,7
12748,3064,47,6,22,30
12749,6368,24,0,10,2
12750,7905,7,3,21,30
12751,2092,30,3,7,30
12752,4600,5,4,15,2
12753,7409,40,3,7,30
12754,2978,21,0,7,14
12755,843,49,1,22,7
12756,3794,8,6,11,3
12757,1660,7,2,13,30
12758,8790,39,6,10,30
12759,5163,2,4,7,30
12760,6447,43,5,15,30
12761,4271,12,5,10,7
12762,3604,28,4,17,30
12763,6765,44,3,22,2
12764,1217,19,2,8,30
12765,2292,28,6,7,14
12766,3812,35,3,6,2
12767,4994,12,3,20,3
12768,5143,28,1,9,30
12769,6863,26,1,9,30
12770,9124,38,6,12,1
12771,6534,6,3,13,3
12772,7527,19,0,10,2
12773,2979,27,4,19,2
12774,5348,9,5,22,3
12775,7934,41,0,16,7
12776,4596,50,4,20,3
12777,6212,10,2,6,14
12778,9956,10,2,8,14
12779,2171,33,0,11,7
12780,8528,18,3,16,7
12781,9369,10,5,7,7
12782,3022,7,3,13,3
12783,8971,40,6,11,3
12784,7837,32,6,21,14
12785,1186,43,2,8,30
12786,3286,6,3,13,3
12787,3448,19,1,13,2
12788,3992,41,2,14,7
12789,9131,43,6,11,1
12790,4900,34,4,16,1
12791,1936,43,5,19,7
12792,8826,5,4,13,7
12793,9446,19,3,6,3
12794,9275,49,4,15,2
12795,1286,50,4,16,14
12796,8546,14,0,13,14
12797,7480,10,0,17,30
12798,5256,49,4,20,2
12799,1886,11,2,14,30
12800,5063,31,5,10,3
12801,7067,2,4,19,1
12802,3023,10,5,16,7
12803,5266,21,1,18,30
12804,1548,1,2,7,3
12805,4205,46,5,22,1
12806,7591,31,1,19,3
12807,1369,11,5,17,3
12808,1758,43,1,11,7
12809,9710,10,6,12,3
12810,4918,20,6,21,2
12811,3485,21,3,10,3
12812,3053,37,0,13,14
12813,8383,37,3,8,7
12814,933,14,5,9,2
12815,4238,5,1,21,2
12816,7241,6,3,9,14
12817,3239,24,3,22,14
12818,566,16,2,21,2
12819,5379,23,3,15,1
12820,5559,47,2,17,14
12821,9327,38,6,7,2
12822,744,16,3,22,3
12823,8865,13,5,8,1
12824,8723,45,6,18,30
12825,5410,8,3,17,14
12826,8754,38,1,18,3
12827,5630,32,6,7,2
12828,6319,22,1,9,14
12829,302,17,4,8,1
12830,3768,5,6,20,7
12831,4281,8,4,10,30
12832,7507,50,2,15,7
12833,8702,30,6,7,3
12834,6963,19,1,14,7
12835,5430,12,4,21,14
12836,7249,25,5,9,7
12837,3446,44,3,15,1
12838,2204,13,1,13,7
12839,2835,4,5,6,2
12840,8987,10,5,7,7
12841,2480,48,6,9,2
12842,9716,28,3,14,14
12843,4857,5,3,9,3
12844,435,28,5,13,1
12845,1707,44,2,18,3
12846,8261,31,6,8,7
12847,5726,16,1,22,7
12848,1905,23,3,15,1
12849,7019,29,2,16,30
12850,3960,47,0,16,7
12851,6826,21,0,11,2
12852,6348,2,3,20,30
12853,6157,23,3,21,3
12854,2714,16,0,13,7
12855,6195,11,4,20,14
12856,6513,9,2,22,30
12857,6868,2,3,6,2
12858,3728,18,6,16,14
12859,3547,13,0,13,1
12860,2304,45,0,20,14
12861,3682,8,0,14,2
12862,7853,10,0,6,7
12863,3222,27,6,18,14
12864,4375,17,0,22,1
12865,1083,24,0,16,7
12866,8638,21,3,7,14
12867,1593,1,5,7,2
12868,5609,16,5,10,2
12869,5527,43,2,10,3
12870,5180,33,0,14,14
12871,6473,6,0,17,7
12872,2776,12,5,8,7
12873,1591,32,0,8,30
12874,6005,48,0,6,2
12875,7231,11,0,15,3
12876,2232,18,1,20,2
12877,5119,2,1,10,3
12878,6455,32,0,9,2
12879,7961,49,0,16,2
12880,1562,49,4,15,7
12881,3647,20,4,8,2
12882,7597,21,2,6,14
12883,7241,36,1,14,14
12884,4943,38,3,14,30
12885,3239,27,2,7,2
12886,1601,47,6,13,30
12887,5701,11,6,16,1
12888,6072,18,2,6,14
12889,710,17,0,14,3
12890,2972,34,0,8,3
12891,794,45,3,11,30
12892,3100,26,4,14,1
12893,6031,6,0,20,3
12894,5766,43,1,22,3
12895,27,30,3,21,1
12896,6694,39,5,7,30
12897,5323,50,3,15,1
12898,8277,32,0,13,3
12899,5952,17,3,10,14
12900,3102,13,4,16,30
12901,6610,46,0,17,30
12902,9315,41,4,17,1
12903,5310,13,4,11,3
12904,12,6,5,6,7
12905,7771,22,1,11,2
12906,9941,33,0,15,2
12907,5414,33,1,15,30
12908,5775,4,1,6,3
12909,180,14,3,19,30
12910,797,50,2,9,2
12911,7280,48,0,21,7
12912,7189,35,4,19,1
12913,7313,27,5,15,30
12914,2025,6,3,6,7
12915,7667,1,1,13,14
12916,3218,43,5,14,1
12917,6585,28,1,18,1
12918,9079,29,0,11,14
12919,5286,32,3,14,30
12920,7371,28,5,22,1
12921,1520,27,5,12,2
12922,6612,10,4,22,30
12923,6857,18,1,8,30
12924,2433,4,3,15,2
12925,6458,38,6,20,2
12926,4867,41,4,9,2
12927,5055,42,3,16,2
12928,9109,32,1,18,2
12929,2071,5,1,13,1
12930,1782,22,4,9,3
12931,8531,48,3,19,30
12932,1517,22,1,6,14
12933,5492,2,6,20,1
12934,9107,41,3,22,14
12935,5950,43,6,15,2
12936,3291,34,0,21,2
12937,4571,50,6,18,7
12938,9639,2,4,7,1
12939,1380,46,2,11,30
12940,9676,36,4,7,1
12941,7671,40,1,19,7
12942,801,8,3,17,30
12943,9439,33,5,10,2
12944,5268,33,4,17,14
12945,3496,4,2,19,2
12946,3258,18,0,12,2
12947,6559,19,1,9,7
12948,982,10,3,22,14
12949,2089,50,0,18,2
12950,2953,42,1,15,2
12951,9204,41,4,20,7
12952,2127,30,4,6,3
12953,4813,22,2,12,2
12954,8064,39,5,7,7
12955,3862,38,0,11,1
12956,5904,1,4,8,14
12957,2592,30,2,19,7
12958,9666,5,3,20,30
12959,9358,47,3,16,1
12960,3323,26,0,18,7
12961,6438,46,3,11,30
12962,8802,31,4,7,2
12963,2862,39,3,18,14
12964,1656,41,4,19,30
12965,1756,12,2,13,3
12966,8238,17,6,17,14
12967,9452,18,6,11,30
12968,6228,2,4,8,2
12969,4639,49,4,7,1
12970,9644,24,0,22,2
12971,2568,28,6,12,1
12972,3124,39,3,18,2
12973,5165,10,4,19,7
12974,7082,47,0,15,1
12975,4908,33,0,11,1
12976,9681,24,0,15,1
12977,9766,11,1,12,2
12978,4963,8,6,8,2
12979,7151,27,0,17,14
12980,1767,26,0,20,7
12981,3550,12,6,16,3
12982,2310,35,4,18,3
12983,9635,15,0,22,30
12984,1977,21,0,16,2
12985,7181,37,1,12,2
12986,2491,30,1,10,1
12987,8918,5,6,7,14
12988,4382,17,6,6,14
12989,5988,26,0,10,7
12990,7426,34,0,12,30
12991,3620,33,4,13,14
12992,6061,18,4,8,1
12993,8690,25,1,12,30
12994,3977,41,4,7,7
12995,705,30,6,16,7
12996,5453,37,6,21,1
12997,6095,20,3,6,3
12998,3682,45,5,20,3
12999,4139,2,2,12,14
13000,1917,13,6,7,30
13001,9567,40,6,10,7
13002,7502,42,1,20,14
13003,1846,20,1,9,3
13004,4655,6,4,17,2
13005,6414,11,2,20,3
13006,8112,46,2,15,14
13007,7991,25,6,20,7
13008,9629,42,0,17,2
13009,3091,10,1,18,7
13010,1371,31,0,18,2
13011,1929,43,4,17,2
13012,1637,4,2,19,2
13013,6181,25,0,15,7
13014,8284,28,2,18,2
13015,1844,24,5,21,14
13016,8377,35,0,19,30
13017,9764,41,6,11,3
13018,832,5,0,9,30
13019,5539,33,2,15,1
13020,5316,11,4,8,7
13021,8456,8,6,19,1
13022,5328,21,6,22,14
13023,1287,32,6,7,7
13024,1530,5,6,22,14
13025,6656,34,5,6,2
13026,1878,9,3,21,14
13027,9942,38,3,6,3
13028,5432,43,1,15,3
13029,9390,32,5,10,3
13030,2479,10,3,21,1
13031,101,12,5,7,7
13032,3088,35,2,19,2
13033,5829,39,1,17,7
13034,7426,18,3,16,30
13035,2292,23,5,14,30
13036,5468,12,3,21,1
13037,8297,31,0,16,7
13038,694,11,6,13,14
13039,5787,34,0,8,7
13040,5407,27,3,21,14
13041,3492,21,5,13,7
13042,3393,10,5,17,1
13043,2269,13,5,19,1
13044,5633,45,1,8,7
13045,3784,47,6,17,7
13046,9082,25,2,18,2
13047,5974,13,5,11,2
13048,5970,41,3,11,1
13049,8982,6,2,18,2
13050,4649,35,5,12,3
13051,4940,28,1,9,30
13052,8851,20,4,12,7
13053,8025,20,1,21,30
13054,7858,41,4,17,2
13055,1019,4,0,8,3
13056,1954,20,2,7,3
13057,9383,5,0,8,14
13058,3658,22,6,10,30
13059,4847,24,2,16,2
13060,2297,44,1,12,7
13061,775,17,3,7,7
13062,2812,5,3,13,3
13063,9573,26,4,6,30
13064,3183,36,3,21,2
13065,7868,8,2,20,14
13066,4330,9,6,8,1
13067,6168,17,3,7,2
13068,3098,8,0,10,1
13069,1405,5,5,20,7
13070,5102,10,3,12,7
13071,1370,50,0,22,3
13072,5498,14,4,11,7
13073,6666,27,4,15,1
13074,2065,27,1,16,3
13075,2766,5,1,18,1
13076,2818,15,1,9,30
13077,7792,28,0,6,14
13078,717,5,1,16,7
13079,4041,22,4,16,30
13080,1712,12,3,9,1
13081,9418,42,0,11,7
13082,5368,8,1,12,7
13083,6262,1,1,15,7
13084,9,35,4,10,2
13085,8790,16,3,8,14
13086,4119,30,2,21,7
13087,6087,43,3,14,1
13088,6384,41,1,19,7
13089,9801,10,1,6,14
13090,3668,34,3,7,1
13091,2247,11,3,14,30
13092,3627,20,4,11,1
13093,2823,43,2,11,2
13094,8284,7,6,10,30
13095,851,21,0,22,1
13096,1108,11,0,22,7
13097,300,37,6,13,2
13098,8103,23,2,19,3
13099,9670,44,4,12,2
13100,5401,31,3,12,2
13101,1083,18,1,14,3
13102,8168,24,6,7,1
13103,9558,22,6,11,1
13104,2801,37,2,8,1
13105,3952,47,6,11,2
13106,8968,44,4,14,3
13107,6769,1,5,6,2
13108,1453,50,2,18,30
13109,1682,6,1,21,3
13110,2304,38,0,6,7
13111,7158,29,3,14,30
13112,1852,43,4,21,7
13113,1898,11,0,10,2
13114,5826,16,1,21,14
13115,9520,6,2,16,1
13116,8807,1,4,7,2
13117,245,48,6,19,7
13118,8949,35,5,12,3
13119,9016,24,4,18,2
13120,3808,38,0,10,1
13121,2780,3,6,18,3
13122,1847,40,0,15,7
13123,7022,2,1,11,30
13124,9433,15,5,21,14
13125,474,22,0,20,2
13126,4132,46,4,20,7
13127,1793,46,6,9,7
13128,1735,4,5,15,2
13129,7216,24,3,14,7
13130,7230,19,6,17,30
13131,5189,30,1,16,1
13132,5282,22,1,13,2
13133,5859,39,3,22,14
13134,945,48,1,20,2
13135,1512,40,5,8,1
13136,4082,27,1,13,30
13137,6119,15,0,17,30
13138,859,37,1,16,2
13139,3561,1,4,17,3
13140,8422,12,0,16,30
13141,8370,9,2,12,30
13142,2616,19,4,11,1
13143,1614,18,2,15,7
13144,2841,39,5,11,30
13145,1775,11,0,19,30
13146,3872,11,4,19,3
13147,8274,30,6,20,2
13148,846,20,6,7,1
13149,9409,15,6,12,2
13150,3261,25,0,8,7
13151,3146,49,5,15,1
13152,7803,3,6,8,30
13153,2264,43,2,16,14
13154,8637,26,3,16,14
13155,8156,45,5,18,7
13156,923,28,5,19,14
13157,6696,6,5,11,3
13158,4289,46,1,19,2
13159,5759,32,5,22,30
13160,8132,11,6,16,30
13161,2631,13,3,19,2
13162,7817,17,6,6,7
13163,9360,46,5,21,3
13164,7557,46,3,13,1
13165,5931,36,0,14,3
13166,7001,30,0,10,3
13167,3513,4,1,11,7
13168,6067,14,6,16,1
13169,9088,46,3,19,30
13170,3723,28,6,13,1
13171,5649,7,5,20,30
13172,2061,16,4,14,7
13173,3035,14,0,18,30
13174,2388,37,5,15,7
13175,7009,39,3,12,2
13176,8032,49,2,16,3
13177,1800,27,5,16,1
13178,4408,30,6,16,30
13179,2781,15,0,17,3
13180,1128,39,1,16,2
13181,8531,42,3,10,30
13182,7366,18,0,6,3
13183,7612,11,1,8,1
13184,7536,22,1,16,2
13185,9365,46,2,7,30
13186,2809,4,1,14,3
13187,4298,3,0,21,7
13188,4560,24,0,16,2
13189,449,14,5,22,3
13190,5009,3,4,8,3
13191,4894,31,3,6,7
13192,794,35,3,6,14
13193,437,31,2,15,14
13194,6013,12,3,20,14
13195,5870,10,1,13,1
13196,1621,20,6,15,2
13197,4309,18,0,22,14
13198,949,44,1,6,7
13199,3945,36,6,10,2
13200,9320,19,3,6,7
13201,192,17,5,17,1
13202,1404,40,5,7,7
13203,1991,11,4,9,30
13204,1105,5,3,18,1
13205,549,37,2,14,7
13206,5762,45,0,14,2
13207,8763,36,1,20,14
13208,7904,45,3,20,30
13209,1785,48,0,8,2
13210,805,44,5,7,30
13211,8991,14,1,21,14
13212,8803,28,3,15,3
13213,7518,9,3,11,30
13214,6832,38,5,13,2
13215,6918,29,3,13,30
13216,9999,25,2,20,14
13217,4239,8,2,19,14
13218,3261,48,1,10,30
13219,4368,19,1,21,2
13220,5652,2,0,7,1
13221,3372,6,4,21,14
13222,2094,30,0,16,2
13223,4002,2,5,15,3
13224,6557,19,4,20,14
13225,7811,13,3,20,30
13226,4555,49,3,18,30
13227,9625,8,0,19,30
13228,2518,9,6,16,1
13229,8698,23,6,20,30
13230,5806,37,2,21,30
13231,1097,8,2,12,7
13232,9237,9,1,19,30
13233,7062,16,1,15,14
13234,2205,16,0,15,30
13235,3903,12,2,12,2
13236,1353,25,3,11,2
13237,1597,11,5,6,14
13238,8768,18,3,14,1
13239,6981,13,2,16,7
13240,680,35,0,10,30
13241,3713,18,1,22,2
13242,9322,43,6,16,2
13243,8510,30,0,10,3
13244,5302,43,2,13,2
13245,5735,37,0,12,14
13246,7982,30,2,20,2
13247,5893,3,6,7,3
13248,3697,29,0,20,30
13249,7130,25,6,6,14
13250,2997,2,4,13,30
13251,7238,47,3,16,14
13252,7328,5,4,20,2
13253,7408,31,2,18,7
13254,2543,5,3,20,1
13255,679,21,4,18,30
13256,5367,48,5,20,30
13257,5644,49,0,12,3
13258,7411,26,0,10,3
13259,9836,7,3,12,1
13260,5542,30,2,9,3
13261,835,34,5,9,14
13262,9861,28,4,9,7
13263,6027,14,2,17,3
13264,8473,18,6,14,2
13265,7971,44,0,14,2
13266,6819,17,1,13,2
13267,5029,25,1,7,1
13268,4704,6,2,22,1
13269,9439,5,0,18,14
13270,1773,21,0,19,30
13271,2165,39,1,20,2
13272,7112,50,1,22,30
13273,8384,20,5,8,7
13274,2836,11,4,15,2
13275,2666,5,4,18,7
13276,6114,38,6,15,3
13277,2564,39,1,21,7
13278,8499,35,6,17,14
13279,8132,35,2,19,3
13280,8724,25,5,8,2
13281,2697,30,3,21,1
13282,4688,2,0,22,7
13283,7322,20,0,22,3
13284,7014,36,0,6,1
13285,7705,37,4,14,30
13286,5572,2,1,9,2
13287,7337,48,5,11,2
13288,59,44,5,13,14
13289,9766,47,4,7,2
13290,1141,27,1,16,1
13291,2563,32,6,7,7
13292,2853,4,2,19,2
13293,6642,27,4,9,2
13294,942,30,1,20,14
13295,6542,3,2,20,3
13296,9967,46,4,9,30
13297,7431,45,0,20,14
13298,1422,27,2,10,30
13299,5766,38,4,13,7
13300,436,36,6,10,14
13301,840,1,1,16,1
13302,4002,35,0,11,30
13303,5249,12,6,18,3
13304,4960,35,1,20,1
13305,1651,18,6,21,3
13306,5829,46,3,17,14
13307,9438,37,3,7,14
13308,2262,23,4,22,30
13309,9108,33,2,17,2
13310,5895,14,5,14,2
13311,6279,44,6,21,3
13312,3890,1,2,10,14
13313,6898,27,4,14,14
13314,1327,24,4,10,7
13315,5902,2,5,17,7
13316,3359,12,0,17,7
13317,1586,13,1,14,7
13318,5646,27,5,19,14
13319,389,20,1,17,2
13320,2792,47,6,19,7
13321,3333,48,3,8,14
13322,704,37,3,12,3
13323,5835,34,4,9,1
13324,2821,6,6,7,7
13325,8054,8,6,17,14
13326,4960,21,2,7,30
13327,1060,39,6,17,3
13328,9491,21,2,14,3
13329,1302,45,0,6,14
13330,8866,6,3,10,7
13331,7697,41,0,17,3
13332,4300,44,1,20,3
13333,6072,30,4,13,2
13334,4113,10,2,12,1
13335,7882,11,3,9,3
13336,9209,1,6,12,2
13337,8402,10,3,7,1
13338,499,25,5,15,3
13339,8621,16,4,8,3
13340,7246,19,4,13,30
13341,2106,10,5,14,14
13342,9746,47,6,15,14
13343,5328,14,6,15,1
13344,5631,3,3,16,3
13345,3207,4,3,14,14
13346,7138,40,6,21,30
13347,2570,33,2,15,3
13348,2629,20,2,17,7
13349,6765,15,4,10,14
13350,1068,7,1,13,30
13351,1507,44,1,9,1
13352,3014,3,4,22,30
13353,9860,27,4,12,7
13354,6643,37,0,17,1
13355,4067,29,6,17,30
13356,948,26,1,11,2
13357,4390,27,3,20,7
13358,8144,25,0,8,2
13359,1172,40,0,8,7
13360,6115,43,5,7,14
13361,172,30,4,20,1
13362,5683,44,2,13,14
13363,9336,20,0,13,2
13364,5857,7,4,13,3
13365,6210,29,0,14,1
13366,3578,46,5,20,3
13367,8381,34,2,17,2
13368,4077,26,4,8,14
13369,158,27,2,17,1
13370,7778,44,2,7,3
13371,2718,9,3,21,2
13372,8438,22,2,10,1
13373,2796,12,2,21,3
13374,7201,6,2,9,2
13375,7529,6,1,8,1
13376,2378,27,3,17,14
13377,9042,19,1,16,2
13378,1811,6,2,18,2
13379,5191,49,1,14,1
13380,5433,17,4,22,30
13381,7896,29,5,7,30
13382,2127,23,5,14,14
13383,6954,17,5,13,1
13384,3031,21,1,21,30
13385,6324,10,4,10,7
13386,5748,43,0,11,7
13387,5606,8,3,14,7
13388,5892,14,5,20,7
13389,3077,31,1,10,1
13390,2345,18,0,19,3
13391,620,47,2,17,3
13392,2408,30,6,12,30
13393,6261,18,4,20,30
13394,3005,25,5,7,14
13395,3915,49,1,11,1
13396,3597,37,0,7,14
13397,9870,25,5,8,2
13398,4040,30,0,14,1
13399,1305,30,3,15,2
13400,5631,36,2,10,14
13401,7283,11,3,9,3
13402,3308,48,1,9,30
13403,1362,39,2,20,1
13404,6666,27,1,12,2
13405,4295,16,4,22,2
13406,1788,38,1,7,7
13407,1074,32,5,21,14
13408,9358,29,2,15,14
13409,5903,10,6,8,1
13410,3600,30,1,21,3
13411,3056,11,6,6,3
13412,6477,15,3,22,2
13413,660,44,0,17,14
13414,6321,23,1,18,14
13415,6514,48,2,17,1
13416,4643,23,3,18,7
13417,9322,50,6,7,2
13418,6374,7,5,19,7
13419,4467,14,2,15,14
13420,9661,9,4,21,2
13421,5588,28,0,11,30
13422,2472,6,3,12,2
13423,9344,43,0,7,2
13424,6176,45,1,6,30
13425,8285,22,6,18,2
13426,1282,18,0,9,14
13427,3178,44,1,8,3
13428,5668,38,5,9,7
13429,4512,22,3,18,2
13430,3882,9,2,20,3
13431,2414,18,6,15,2
13432,1545,21,3,22,30
13433,4785,15,2,20,7
13434,5762,9,5,20,2
13435,7875,42,2,14,7
13436,6962,2,0,18,14
13437,5627,14,6,11,30
13438,4515,21,2,15,1
13439,1146,43,4,6,1
13440,9103,45,4,21,30
13441,5451,34,0,16,2
13442,1567,7,0,7,1
13443,3006,15,3,7,30
13444,4508,39,4,20,14
13445,4249,12,5,9,3
13446,8284,7,4,22,2
13447,3993,5,2,20,14
13448,8523,47,3,20,30
13449,8028,39,3,9,2
13450,5761,23,3,13,3
13451,9147,28,1,9,14
13452,8046,34,2,22,1
13453,2978,25,0,8,14
13454,5348,2,6,17,1
13455,4290,9,6,11,30
13456,530,34,5,17,14
13457,2893,46,3,22,1
13458,9459,47,2,9,7
13459,7444,32,5,10,2
13460,9666,12,2,21,3
13461,4735,19,2,16,30
13462,9790,47,4,8,1
13463,2526,38,6,20,1
13464,3762,10,5,21,7
13465,6142,10,0,20,1
13466,2743,35,3,8,30
13467,4636,41,0,13,30
13468,4426,37,0,12,3
13469,8662,32,4,20,30
13470,3831,7,0,11,14
13471,6993,10,6,7,30
13472,534,43,0,16,30
13473,4563,38,2,15,7
13474,7121,27,2,15,14
13475,6564,32,3,16,2
13476,7290,7,6,8,30
13477,4088,48,1,21,7
13478,8954,26,3,21,1
13479,9083,22,3,13,14
13480,2356,12,6,20,14
13481,1956,24,2,8,2
13482,2972,50,0,10,3
13483,5540,46,6,18,30
13484,7494,29,4,14,30
13485,1673,32,5,19,30
13486,2837,16,6,10,14
13487,4928,26,3,16,3
13488,4940,6,1,7,14
13489,3645,1,3,21,2
13490,2298,13,0,7,14
13491,4062,38,3,11,3
13492,3167,6,0,22,7
13493,9512,38,0,19,1
13494,184,12,4,18,14
13495,9476,9,4,18,7
13496,2847,20,5,13,30
13497,9625,39,5,15,2
13498,9989,27,3,21,2
13499,4723,3,5,11,3
13500,783,24,4,12,30
13501,1508,15,1,12,14
13502,5856,34,6,22,1
13503,7539,50,2,13,3
13504,677,32,5,12,14
13505,7251,21,6,12,30
13506,7814,1,6,18,2
13507,4091,33,3,12,3
13508,5724,11,5,10,30
13509,9553,3,4,6,7
13510,2687,22,1,7,14
13511,8383,10,2,21,14
13512,9035,44,5,7,30
13513,8527,38,1,14,14
13514,7690,24,5,13,3
13515,1111,7,3,7,3
13516,579,49,2,7,14
13517,62,49,5,10,30
13518,387,36,4,6,14
13519,9362,1,6,9,2
13520,2201,1,0,21,1
13521,1684,26,5,20,30
13522,6322,17,6,6,2
13523,8057,11,4,10,1
13524,8679,3,5,8,30
13525,7415,10,5,21,2
13526,6644,2,6,13,3
13527,8733,32,0,6,1
13528,5632,16,6,9,2
13529,7946,48,1,22,1
13530,7727,26,5,17,30
13531,5170,40,0,8,1
13532,9431,39,0,13,14
13533,9183,10,1,20,2
13534,6788,36,5,15,14
13535,4468,30,5,17,3
13536,5233,9,1,21,30
13537,8131,5,0,20,2
13538,6197,7,0,11,14
13539,3908,36,3,14,2
13540,4289,1,4,12,1
13541,6735,27,2,7,30
13542,1081,12,1,8,7
13543,6241,16,1,13,1
13544,198,48,0,20,1
13545,7815,8,1,13,3
13546,7852,25,4,12,3
13547,9791,13,5,8,3
13548,1601,41,3,11,14
13549,7463,10,5,22,1
13550,6867,40,5,13,7
13551,3693,33,3,9,14
13552,8876,35,6,17,2
13553,3084,37,0,12,2
13554,3990,39,5,12,7
13555,333,28,5,6,3
13556,9964,16,0,8,7
13557,6107,8,2,22,14
13558,7334,33,4,16,30
13559,6656,35,1,7,7
13560,5309,38,0,9,14
13561,4201,12,6,6,3
13562,2722,15,2,15,2
13563,8999,17,3,20,2
13564,1065,27,1,15,3
13565,9081,50,5,21,3
13566,6821,21,3,7,2
13567,8513,21,3,13,7
13568,3958,17,4,7,2
13569,2383,27,0,9,7
13570,3232,12,0,17,1
13571,7009,48,0,10,3
13572,1501,44,3,20,30
13573,1569,36,6,15,1
13574,5893,28,2,16,30
13575,3282,25,4,15,14
13576,9712,9,4,17,14
13577,4090,47,3,9,14
13578,1866,37,0,11,30
13579,9598,23,5,14,7
13580,5601,11,2,13,30
13581,6056,50,0,18,30
13582,5,1,4,15,14
13583,7960,16,2,22,2
13584,1169,50,6,14,7
13585,2399,13,1,14,3
13586,2631,20,1,11,14
13587,6609,16,3,9,7
13588,348,16,1,13,14
13589,5862,35,5,12,14
13590,3343,50,4,20,30
13591,6501,32,4,22,30
13592,2575,23,1,9,7
13593,3826,25,3,9,7
13594,4594,43,3,19,7
13595,5273,28,2,6,2
13596,8245,45,1,17,3
13597,149,2,6,14,1
13598,8695,3,1,8,30
13599,870,31,5,10,3
13600,3522,33,4,16,30
13601,3872,33,1,17,2
13602,1301,47,0,8,2
13603,7596,35,3,19,2
13604,4834,36,5,7,3
13605,6671,26,3,19,2
13606,2452,12,5,20,2
13607,4386,44,6,15,2
13608,8531,46,5,11,7
13609,2825,11,2,7,3
13610,6855,6,6,9,3
13611,9886,25,1,9,14
13612,5965,46,3,10,30
13613,987,34,1,21,30
13614,8172,35,4,13,1
13615,3491,21,3,17,2
13616,8077,18,1,21,1
13617,3768,8,1,9,14
13618,2007,34,5,18,2
13619,7926,48,2,16,30
13620,3108,14,3,11,1
13621,4469,19,0,14,14
13622,3331,20,6,18,7
13623,8723,4,5,6,7
13624,924,38,3,11,14
13625,6248,32,4,16,7
13626,8433,26,1,11,3
13627,1897,28,3,11,30
13628,7884,12,1,8,2
13629,3325,10,6,11,14
13630,814,41,2,10,30
13631,4751,35,2,19,3
13632,7619,33,3,19,1
13633,783,14,6,18,2
13634,4056,40,2,8,2
13635,7790,23,5,21,1
13636,8200,18,1,17,2
